종목코드,종목명,업종명,테마명,기준일,raw테마명
030190,NICE평가정보,IT 서비스,금융/핀테크,20250510,마이데이터
008260,NI스틸,금속,건설/인프라,20250510,철강 중소형
004250,NPC,화학,2차전지,20250510,폐배터리
004255,NPC우,화학,,20250510,
456040,OCI,화학,탄소/친환경,20250510,태양광에너지
456040,OCI,화학,반도체,20250510,반도체 재료/부품
010060,OCI홀딩스,기타금융,기타 산업,20250510,지주사
010060,OCI홀딩스,기타금융,탄소/친환경,20250510,태양광에너지
178920,PI첨단소재,화학,국제이슈,20250510,日 수출 규제(국산화 등)
178920,PI첨단소재,화학,IT/통신,20250510,5G(5세대 이동통신)
178920,PI첨단소재,화학,반도체,20250510,PCB(FPCB 등)
178920,PI첨단소재,화학,반도체,20250510,갤럭시 부품주
178920,PI첨단소재,화학,디스플레이,20250510,OLED(유기 발광 다이오드)
178920,PI첨단소재,화학,디스플레이,20250510,플렉서블 디스플레이
178920,PI첨단소재,화학,디스플레이,20250510,폴더블폰
178920,PI첨단소재,화학,2차전지,20250510,2차전지(소재/부품)
178920,PI첨단소재,화학,2차전지,20250510,2차전지
001340,PKC,화학,바이오/제약,20250510,메르스 코로나 바이러스
005490,POSCO홀딩스,금속,원자력/에너지,20250510,LNG(액화천연가스)
005490,POSCO홀딩스,금속,2차전지,20250510,폐배터리
005490,POSCO홀딩스,금속,기타 산업,20250510,니켈
005490,POSCO홀딩스,금속,기타 산업,20250510,환율하락 수혜
005490,POSCO홀딩스,금속,건설/인프라,20250510,모듈러주택
005490,POSCO홀딩스,금속,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
005490,POSCO홀딩스,금속,소재/금속,20250510,희귀금속(희토류 등)
005490,POSCO홀딩스,금속,소재/금속,20250510,철강 주요종목
005490,POSCO홀딩스,금속,탄소/친환경,20250510,풍력에너지
005490,POSCO홀딩스,금속,2차전지,20250510,2차전지(소재/부품)
005490,POSCO홀딩스,금속,2차전지,20250510,2차전지
005490,POSCO홀딩스,금속,기타 산업,20250510,리튬
010950,S-Oil,화학,기타 산업,20250510,환율하락 수혜
010950,S-Oil,화학,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
010950,S-Oil,화학,원자력/에너지,20250510,LPG(액화석유가스)
010950,S-Oil,화학,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
010950,S-Oil,화학,기타 산업,20250510,윤활유
010950,S-Oil,화학,원자력/에너지,20250510,정유
010955,S-Oil우,화학,,20250510,
034120,SBS,오락·문화,게임/엔터,20250510,"스포츠행사 수혜(올림픽, 월드컵 등)"
034120,SBS,오락·문화,미디어/SNS,20250510,미디어(방송/신문)
034120,SBS,오락·문화,메타버스,20250510,메타버스(Metaverse)
034120,SBS,오락·문화,게임/엔터,20250510,영상콘텐츠
003080,SB성보,화학,농업/식량,20250510,농업
005090,SGC에너지,전기·가스,탄소/친환경,20250510,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)
001380,SG글로벌,운송장비·부품,자동차/부품,20250510,자동차부품
004060,SG세계물산,유통,소비재/유통,20250510,패션/의류
001770,SHD,금속,,20250510,
002360,SH에너지화학,화학,원자력/에너지,20250510,셰일가스(Shale Gas)
009160,SIMPAC,금속,건축/기계,20250510,공작기계
033530,SJG세종,운송장비·부품,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
033530,SJG세종,운송장비·부품,자동차/부품,20250510,자동차부품
033530,SJG세종,운송장비·부품,탄소/친환경,20250510,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)
123700,SJM,운송장비·부품,자동차/부품,20250510,자동차부품
025530,SJM홀딩스,유통,기타 산업,20250510,지주사
034730,SK,기타금융,원자력/에너지,20250510,LNG(액화천연가스)
034730,SK,기타금융,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
034730,SK,기타금융,블록체인/가상화폐,20250510,블록체인
034730,SK,기타금융,금융/핀테크,20250510,핀테크(FinTech)
034730,SK,기타금융,기타 산업,20250510,지주사
034730,SK,기타금융,IT/통신,20250510,클라우드 컴퓨팅
034730,SK,기타금융,건축/기계,20250510,SI(시스템통합)
034730,SK,기타금융,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
034730,SK,기타금융,전기차/자율주행,20250510,전기차(충전소/충전기)
034730,SK,기타금융,IT/통신,20250510,냉각시스템(액침냉각 등)
034730,SK,기타금융,디지털산업,20250510,4차산업 수혜주
034730,SK,기타금융,디지털산업,20250510,RFID(NFC 등)
034730,SK,기타금융,기타 산업,20250510,조림사업
034730,SK,기타금융,디지털산업,20250510,스마트팩토리(스마트공장)
011790,SKC,화학,전기차/자율주행,20250510,전기차
011790,SKC,화학,디스플레이,20250510,플렉서블 디스플레이
011790,SKC,화학,디스플레이,20250510,폴더블폰
011790,SKC,화학,원자력/에너지,20250510,석유화학
011790,SKC,화학,2차전지,20250510,2차전지(소재/부품)
011790,SKC,화학,2차전지,20250510,2차전지
011790,SKC,화학,기타 산업,20250510,유리 기판
018670,SK가스,유통,원자력/에너지,20250510,LNG(액화천연가스)
018670,SK가스,유통,원자력/에너지,20250510,LPG(액화석유가스)
018670,SK가스,유통,원자력/에너지,20250510,셰일가스(Shale Gas)
001740,SK네트웍스,유통,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
001740,SK네트웍스,유통,전기차/자율주행,20250510,전기차(충전소/충전기)
001740,SK네트웍스,유통,기타 산업,20250510,종합상사
001740,SK네트웍스,유통,플랫폼/인터넷,20250510,마켓컬리(kurly)
006120,SK디스커버리,기타금융,기타 산업,20250510,지주사
006125,SK디스커버리우,기타금융,,20250510,
210980,SK디앤디,부동산,원자력/에너지,20250510,고체산화물 연료전지(SOFC)
395400,SK리츠,부동산,원자력/에너지,20250510,리츠(REITs)
302440,SK바이오사이언스,제약,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
302440,SK바이오사이언스,제약,바이오/제약,20250510,제약업체
302440,SK바이오사이언스,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
302440,SK바이오사이언스,제약,코로나/백신,20250510,코로나19(치료제/백신 개발 등)
326030,SK바이오팜,일반서비스,바이오/제약,20250510,제약업체
402340,SK스퀘어,기타금융,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
402340,SK스퀘어,기타금융,기타 산업,20250510,지주사
402340,SK스퀘어,기타금융,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
402340,SK스퀘어,기타금융,디지털산업,20250510,RFID(NFC 등)
361610,SK아이이테크놀로지,전기·전자,2차전지,20250510,2차전지(소재/부품)
361610,SK아이이테크놀로지,전기·전자,2차전지,20250510,2차전지
361610,SK아이이테크놀로지,전기·전자,2차전지,20250510,2차전지(전고체)
100090,SK오션플랜트,금속,원자력/에너지,20250510,LNG(액화천연가스)
100090,SK오션플랜트,금속,건축/기계,20250510,강관업체(Steel pipe)
100090,SK오션플랜트,금속,조선/해운,20250510,조선기자재
100090,SK오션플랜트,금속,건설/인프라,20250510,철강 중소형
100090,SK오션플랜트,금속,국제이슈,20250510,남-북-러 가스관사업
100090,SK오션플랜트,금속,탄소/친환경,20250510,풍력에너지
03473K,SK우,기타금융,,20250510,
096770,SK이노베이션,화학,2차전지,20250510,폐배터리
096770,SK이노베이션,화학,원자력/에너지,20250510,LPG(액화석유가스)
096770,SK이노베이션,화학,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
096770,SK이노베이션,화학,기타 산업,20250510,윤활유
096770,SK이노베이션,화학,기타 산업,20250510,자원개발
096770,SK이노베이션,화학,IT/통신,20250510,냉각시스템(액침냉각 등)
096770,SK이노베이션,화학,원자력/에너지,20250510,정유
096770,SK이노베이션,화학,전기차/자율주행,20250510,전기차
096770,SK이노베이션,화학,디스플레이,20250510,플렉서블 디스플레이
096770,SK이노베이션,화학,탄소/친환경,20250510,전력저장장치(ESS)
096770,SK이노베이션,화학,디스플레이,20250510,폴더블폰
096770,SK이노베이션,화학,원자력/에너지,20250510,석유화학
096770,SK이노베이션,화학,2차전지,20250510,2차전지
096770,SK이노베이션,화학,2차전지,20250510,2차전지(생산)
096770,SK이노베이션,화학,2차전지,20250510,2차전지(LFP/리튬인산철)
096770,SK이노베이션,화학,2차전지,20250510,2차전지(전고체)
096775,SK이노베이션우,화학,,20250510,
475150,SK이터닉스,건설,원자력/에너지,20250510,고체산화물 연료전지(SOFC)
475150,SK이터닉스,건설,탄소/친환경,20250510,태양광에너지
475150,SK이터닉스,건설,탄소/친환경,20250510,풍력에너지
475150,SK이터닉스,건설,탄소/친환경,20250510,전력저장장치(ESS)
001510,SK증권,증권,보험/증권,20250510,증권
001510,SK증권,증권,블록체인/가상화폐,20250510,STO(토큰증권 발행)
001515,SK증권우,증권,,20250510,
285130,SK케미칼,화학,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
285130,SK케미칼,화학,의료/건강,20250510,치매
285130,SK케미칼,화학,원자력/에너지,20250510,석유화학
28513K,SK케미칼우,화학,,20250510,
017670,SK텔레콤,통신,기타 바이오,20250510,양자암호/양자컴퓨팅
017670,SK텔레콤,통신,IT/통신,20250510,통신
017670,SK텔레콤,통신,블록체인/가상화폐,20250510,블록체인
017670,SK텔레콤,통신,코로나/백신,20250510,백신여권
017670,SK텔레콤,통신,스마트도시,20250510,UAM(도심항공모빌리티)
017670,SK텔레콤,통신,IT/통신,20250510,클라우드 컴퓨팅
017670,SK텔레콤,통신,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
017670,SK텔레콤,통신,디지털산업,20250510,스마트홈(홈네트워크)
017670,SK텔레콤,통신,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
017670,SK텔레콤,통신,IT/통신,20250510,5G(5세대 이동통신)
017670,SK텔레콤,통신,전기차/자율주행,20250510,자율주행차
017670,SK텔레콤,통신,디지털산업,20250510,4차산업 수혜주
000660,SK하이닉스,전기·전자,IT/통신,20250510,IT 대표주
000660,SK하이닉스,전기·전자,AI/로봇,20250510,온디바이스 AI
000660,SK하이닉스,전기·전자,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
000660,SK하이닉스,전기·전자,반도체,20250510,반도체 대표주(생산)
000660,SK하이닉스,전기·전자,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
000660,SK하이닉스,전기·전자,IT/통신,20250510,아이폰
000660,SK하이닉스,전기·전자,전기차/자율주행,20250510,자율주행차
000660,SK하이닉스,전기·전자,반도체,20250510,시스템반도체
000660,SK하이닉스,전기·전자,반도체,20250510,HBM(고대역폭메모리)
000660,SK하이닉스,전기·전자,반도체,20250510,CXL(컴퓨트익스프레스링크)
000660,SK하이닉스,전기·전자,반도체,20250510,3D 낸드(NAND)
003570,SNT다이내믹스,운송장비·부품,우주/항공,20250510,방위산업/전쟁 및 테러
003570,SNT다이내믹스,운송장비·부품,자동차/부품,20250510,자동차부품
003570,SNT다이내믹스,운송장비·부품,건축/기계,20250510,공작기계
064960,SNT모티브,운송장비·부품,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
064960,SNT모티브,운송장비·부품,우주/항공,20250510,방위산업/전쟁 및 테러
064960,SNT모티브,운송장비·부품,자동차/부품,20250510,자동차부품
064960,SNT모티브,운송장비·부품,전기차/자율주행,20250510,전기차
100840,SNT에너지,기계·장비,원자력/에너지,20250510,LNG(액화천연가스)
100840,SNT에너지,기계·장비,원자력/에너지,20250510,셰일가스(Shale Gas)
100840,SNT에너지,기계·장비,원자력/에너지,20250510,원자력발전
100840,SNT에너지,기계·장비,스마트도시,20250510,네옴시티
036530,SNT홀딩스,기타금융,기타 산업,20250510,지주사
005610,SPC삼립,음식료·담배,환경/기후,20250510,겨울
005610,SPC삼립,음식료·담배,소비재/유통,20250510,음식료업종
011810,STX,유통,기타 산업,20250510,니켈
011810,STX,유통,우주/항공,20250510,방위산업/전쟁 및 테러
011810,STX,유통,기타 산업,20250510,종합상사
465770,STX그린로지스,운송·창고,기타 산업,20250510,종합 물류
465770,STX그린로지스,운송·창고,조선/해운,20250510,해운
077970,STX엔진,기계·장비,조선/해운,20250510,선박평형수 처리장치
077970,STX엔진,기계·장비,우주/항공,20250510,방위산업/전쟁 및 테러
077970,STX엔진,기계·장비,조선/해운,20250510,조선기자재
002820,SUN&L,종이·목재,기타 산업,20250510,리모델링/인테리어
002820,SUN&L,종이·목재,기타 산업,20250510,조림사업
084870,TBH글로벌,섬유·의류,국제이슈,20250510,日제품 불매운동(수혜)
084870,TBH글로벌,섬유·의류,소비재/유통,20250510,패션/의류
002710,TCC스틸,금속,건설/인프라,20250510,철강 중소형
002710,TCC스틸,금속,전기차/자율주행,20250510,리비안(RIVIAN)
002710,TCC스틸,금속,2차전지,20250510,2차전지(소재/부품)
002710,TCC스틸,금속,2차전지,20250510,2차전지
069260,TKG휴켐스,화학,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
069260,TKG휴켐스,화학,기타 산업,20250510,요소수
069260,TKG휴켐스,화학,탄소/친환경,20250510,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)
007980,TP,섬유·의류,소비재/유통,20250510,패션/의류
002900,TYM,기계·장비,농업/식량,20250510,농업
002900,TYM,기계·장비,국제이슈,20250510,우크라이나 재건
024070,WISCOM,화학,,20250510,
037270,YG PLUS,IT 서비스,게임/엔터,20250510,음원/음반
037270,YG PLUS,IT 서비스,미디어/SNS,20250510,광고
139130,iM금융지주,기타금융,기타 산업,20250510,지주사
139130,iM금융지주,기타금융,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
139130,iM금융지주,기타금융,금융/핀테크,20250510,은행
